Tract,Data2017.xlsx,Is an Opportunity Zone,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %",Cluster,Negative_SHAP_Features,Negative_SHAP_Values,Average Negative Shap,Number of Negative SHAP Values
524594,Data2024.xlsx,nan,davidson county,tennessee,2024,50,55,45,54,54.0,55.0,41,-0.5,-6.8,66,48.8,86.6,22,4.1,1.5,55,72.2,73.5,55,91.7,92.5,87,56.7,74,44,62.0,27.0,57,-5.8,1.5,70,,,59,-8.5,4.3,12,3.6,1.5,44,60,53,24,1.3,0.7,52,50.0,54.0,63,16.7,30.1,36,,,48,88.8,88.1,98,41.5,30.2,,27.8,,16,95,88.7,0,"['Spend Growth Score', 'Small Business Loans Score', 'Labor Market Engagement Index Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.8718857530131936, -0.03142262551933527, -3.008877541013062, -2.25677505299449, -0.11219524778425694]",-1.2562312440648675,5
586003,Data2024.xlsx,nan,davidson county,tennessee,2024,55,50,60,50,41.0,58.0,39,-0.5,-43.7,43,48.8,10,48,4.1,3.9,67,72.2,76.7,97,91.7,99.1,20,56.7,43.7,57,46.0,68.0,49,-5.8,-10,53,,,37,-8.5,-48.6,15,3.6,1.6,95,60,96,93,1.3,4,59,64.0,54.0,44,16.7,9.6,84,,,60,88.8,91.1,88,41.5,34.8,,27.8,,13,95,87.7,3,['Commercial Diversity Score'],[-1.244770158454776],-1.244770158454776,1
528533,Data2024.xlsx,Yes,davidson county,tennessee,2024,54,62,46,55,58.0,52.0,41,-0.5,0.2,74,48.8,293.8,37,4.1,2.7,50,72.2,72.2,24,91.7,85.5,95,56.7,80.9,58,61.0,56.0,51,-5.8,-9.2,53,,,78,-8.5,4.7,2,3.6,0.7,72,60,79,95,1.3,4.4,48,66.0,30.0,77,16.7,132,56,,,51,88.8,89.1,4,41.5,55.2,,27.8,,36,95,93.2,0,"['Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score', 'Internet Access Score', 'Residential Real Estate Value Score']","[-0.10386983826756477, -1.3415126282908023, -1.2885570488125087, -3.3611705006472765, -0.0779457632265985]",-1.23461115584895,5
517210,Data2024.xlsx,nan,davidson county,tennessee,2024,42,45,38,47,54.0,40.0,43,-0.5,0,66,48.8,103.8,55,4.1,4.8,20,72.2,62.7,45,91.7,90.7,40,56.7,52.9,46,54.0,39.0,22,-5.8,-17.1,73,,,66,-8.5,15.2,15,3.6,1.7,35,60,44,66,1.3,1.8,31,26.0,36.0,23,16.7,0.2,29,,,50,88.8,88.7,73,41.5,37.8,6,27.8,8.2,14,95,87.9,0,"['Spend Growth Score', 'Small Business Loans Score', 'Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.8970456008426845, -0.3875292744860053, -4.550759343653917, -0.9516345299594104, -0.17301308906637133, -0.014752834271639585]",-1.162455778713338,6
556631,Data2024.xlsx,nan,davidson county,tennessee,2024,66,58,74,78,78.0,79.0,76,-0.5,6.4,79,48.8,94.8,96,4.1,27.3,80,72.2,80.1,92,91.7,98.1,48,56.7,55.8,62,53.0,72.0,46,-5.8,-10.9,71,,,43,-8.5,-22.5,58,3.6,4.2,72,60,79,85,1.3,2.9,58,43.0,72.0,34,16.7,4.4,52,,,92,88.8,97.2,68,41.5,38.6,,27.8,,56,95,95.7,1,"['Spend Growth Score', 'Commercial Diversity Score']","[-1.0819640360632912, -1.206712513640523]",-1.144338274851907,2
563712,Data2024.xlsx,nan,davidson county,tennessee,2024,70,63,78,80,72.0,87.0,68,-0.5,10.8,75,48.8,67.8,87,4.1,15.5,87,72.2,82.5,98,91.7,99.3,75,56.7,67.1,66,64.0,69.0,61,-5.8,-5.9,90,,,41,-8.5,-24,33,3.6,2.6,94,60,96,80,1.3,2.4,66,54.0,78.0,45,16.7,5.8,63,,,99,88.8,99.3,34,41.5,44.3,89,27.8,54.7,92,95,99,1,"['Spend Growth Score', 'Commercial Diversity Score']","[-1.131654886379838, -1.1312949069589378]",-1.131474896669388,2
540554,Data2024.xlsx,nan,davidson county,tennessee,2024,64,61,66,73,70.0,76.0,60,-0.5,2.8,81,48.8,79.8,33,4.1,2.3,78,72.2,79.5,95,91.7,98.7,97,56.7,84.6,60,54.0,65.0,34,-5.8,-9.2,,,,75,-8.5,8.3,46,3.6,3.4,90,60,93,60,1.3,1.5,59,60.0,58.0,60,16.7,13.6,,,,74,88.8,93.9,15,41.5,48.9,73,27.8,39.6,71,95,97.1,1,"['Small Business Loans Score', 'Commercial Diversity Score']","[-1.3779605959821493, -0.8803916568402201]",-1.1291761264111848,2
576882,Data2024.xlsx,nan,davidson county,tennessee,2024,62,63,60,67,63.0,71.0,66,-0.5,9.5,60,48.8,55.4,42,4.1,3.2,61,72.2,75.1,95,91.7,98.6,86,56.7,73,62,62.0,63.0,61,-5.8,-5.9,74,,,52,-8.5,-13.3,61,3.6,4.5,95,60,96,34,1.3,0.9,55,64.0,46.0,68,16.7,19.6,60,,,89,88.8,96.5,34,41.5,44.3,24,27.8,17.1,38,95,93.5,1,['Spend Growth Score'],[-1.1265715271048249],-1.1265715271048249,1
578714,Data2024.xlsx,nan,davidson county,tennessee,2024,55,52,58,53,55.0,51.0,39,-0.5,-3.2,71,48.8,91,76,4.1,9.5,25,72.2,64.6,30,91.7,87.2,73,56.7,66.3,54,44.0,63.0,46,-5.8,-5.7,53,,,32,-8.5,-18.4,,,,92,60,94,34,1.3,0.9,58,56.0,61.0,72,16.7,32.7,39,,,80,88.8,94.9,29,41.5,45.4,89,27.8,55.6,46,95,94.6,3,"['Spend Growth Score', 'Internet Access Score']","[-0.027055281717330217, -2.1944732333347203]",-1.1107642575260253,2
526182,Data2024.xlsx,nan,davidson county,tennessee,2024,50,51,48,48,56.0,41.0,43,-0.5,-0.2,68,48.8,123.9,38,4.1,2.8,20,72.2,62.9,64,91.7,94,42,56.7,53.5,44,42.0,46.0,8,-5.8,-25.7,76,,,43,-8.5,-3.7,,,,78,60,84,13,1.3,0.4,55,54.0,56.0,41,16.7,11.1,66,,,50,88.8,88.8,81,41.5,36.4,48,27.8,27.1,46,95,94.5,3,"['Spend Growth Score', 'Female Above Poverty Score']","[-0.8617946408549324, -1.3071393947675825]",-1.0844670178112574,2
551379,Data2024.xlsx,nan,davidson county,tennessee,2024,65,62,68,68,66.0,70.0,77,-0.5,6.3,55,48.8,48,90,4.1,17.6,82,72.2,80.7,31,91.7,87.6,76,56.7,67.8,66,60.0,73.0,70,-5.8,-4.7,76,,,35,-8.5,-33.2,43,3.6,3.2,82,60,87,94,1.3,4.2,60,60.0,60.0,73,16.7,30.7,46,,,76,88.8,94.2,82,41.5,36.1,26,27.8,17.9,55,95,95.6,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Internet Access Score']","[-0.9921531279012561, -0.6170217179507017, -0.9376549731381237, -1.789567834008485]",-1.0840994132496415,4
568957,Data2024.xlsx,nan,davidson county,tennessee,2024,67,65,69,71,69.0,73.0,65,-0.5,10.4,73,48.8,73.5,37,4.1,2.7,98,72.2,88.9,97,91.7,99.1,59,56.7,60.4,51,49.0,53.0,44,-5.8,-10.2,67,,,37,-8.5,-19.2,30,3.6,2.4,96,60,97,34,1.3,0.9,80,78.0,82.0,89,16.7,34.8,67,,,98,88.8,98.7,73,41.5,37.8,62,27.8,33.5,94,95,99.2,1,['Spend Growth Score'],[-1.08201002728194],-1.08201002728194,1
523306,Data2024.xlsx,nan,davidson county,tennessee,2024,64,53,75,79,72.0,86.0,67,-0.5,17,76,48.8,110.2,77,4.1,9.8,91,72.2,84,97,91.7,99.1,81,56.7,70.1,64,50.0,78.0,36,-5.8,-13.4,62,,,53,-8.5,-6.2,84,3.6,7.7,99,60,99,52,1.3,1.3,49,38.0,60.0,39,16.7,5.2,38,,,77,88.8,94.4,64,41.5,39.2,65,27.8,35.1,35,95,93,1,"['Spend Growth Score', 'Minority/Women Owned Businesses Score']","[-0.6925362173095345, -1.4692719121091067]",-1.0809040647093207,2
561962,Data2024.xlsx,nan,davidson county,tennessee,2024,66,62,71,70,68.0,73.0,57,-0.5,1.7,78,48.8,85.1,78,4.1,10.2,45,72.2,70.8,73,91.7,95.2,95,56.7,81.2,68,63.0,72.0,73,-5.8,-2.8,59,,,56,-8.5,-10.7,31,3.6,2.5,99,60,99,87,1.3,3.1,60,54.0,67.0,39,16.7,3.4,69,,,78,88.8,94.5,34,41.5,44.4,83,27.8,48,74,95,97.4,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score']","[-1.5406870066560805, -0.5282227960042656, -0.9769339965283871]",-1.0152812663962443,3
574441,Data2024.xlsx,nan,davidson county,tennessee,2024,46,50,41,39,40.0,38.0,12,-0.5,-19,69,48.8,193.5,22,4.1,1.5,19,72.2,62.4,31,91.7,87.6,79,56.7,69.4,49,46.0,52.0,54,-5.8,-7.5,37,,,48,-8.5,-13.5,35,3.6,2.7,45,60,54,76,1.3,2.2,48,64.0,33.0,73,16.7,53.3,56,,,50,88.8,88.7,4,41.5,55.5,,27.8,,44,95,94.4,3,"['Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Internet Access Score', 'Residential Real Estate Value Score']","[-2.219909886047244, -0.7906195943616331, -0.8723211108520627, -0.12289941482245922]",-1.0014375015208496,4
554877,Data2024.xlsx,nan,davidson county,tennessee,2024,,58,54,,,33.0,,-0.5,,,48.8,,33,4.1,2.4,,72.2,,,91.7,,,56.7,,68,62.0,74.0,92,-5.8,27.4,73,,,20,-8.5,-39.4,64,3.6,4.7,,60,,85,1.3,2.9,,53.0,,,16.7,,53,,,,88.8,,,41.5,,,27.8,,,95,,3,"['New Businesses Score', 'Spend Growth Score', 'Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-2.2466860596090554, -0.574968664702028, -0.07810966320335865, -1.315286800544709, -0.7620553854666651]",-0.9954213147051633,5
570735,Data2024.xlsx,nan,davidson county,tennessee,2024,50,44,56,56,55.0,57.0,38,-0.5,-3.7,72,48.8,170.4,81,4.1,11.4,25,72.2,64.9,83,91.7,96.6,39,56.7,52.2,53,42.0,64.0,32,-5.8,-14,42,,,52,-8.5,-5.1,16,3.6,1.7,92,60,94,83,1.3,2.6,41,36.0,46.0,50,16.7,13.7,23,,,60,88.8,91.1,63,41.5,39.5,,27.8,,15,95,88.4,3,['Commercial Diversity Score'],[-0.9802632781118155],-0.9802632781118155,1
516185,Data2024.xlsx,nan,davidson county,tennessee,2024,52,44,61,56,40.0,71.0,39,-0.5,-44.4,41,48.8,21,99,4.1,55.2,83,72.2,81.2,89,91.7,97.7,13,56.7,39.3,40,41.0,40.0,48,-5.8,-6.9,55,,,21,-8.5,-57.8,1,3.6,0.7,49,60,58,71,1.3,2,62,50.0,73.0,64,16.7,27.7,37,,,59,88.8,90.8,98,41.5,30.2,,27.8,,62,95,96.3,3,"['Labor Market Engagement Index Score', 'Commercial Diversity Score']","[-0.843809605948627, -1.1058030096255242]",-0.9748063077870757,2
550766,Data2024.xlsx,nan,davidson county,tennessee,2024,68,69,66,68,68.0,67.0,63,-0.5,5.5,73,48.8,69.3,60,4.1,5.6,87,72.2,82.5,25,91.7,85.7,97,56.7,84.1,68,66.0,69.0,63,-5.8,-5.6,85,,,50,-8.5,-15.2,59,3.6,4.3,88,60,91,60,1.3,1.5,68,74.0,63.0,84,16.7,27.6,64,,,61,88.8,91.3,6,41.5,53.6,94,27.8,66.5,90,95,98.9,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Internet Access Score']","[-0.21348948311060667, -0.6477693613804877, -0.3985525431483984, -2.4867976754903793]",-0.9366522657824681,4
561905,Data2024.xlsx,nan,davidson county,tennessee,2024,56,47,66,48,40.0,56.0,28,-0.5,-12.1,51,48.8,34.8,5,4.1,0.2,88,72.2,83,90,91.7,97.8,43,56.7,54.1,60,59.0,60.0,52,-5.8,-3.6,75,,,49,-8.5,-9.2,,,,95,60,96,24,1.3,0.7,61,41.0,81.0,55,16.7,13.3,27,,,93,88.8,97.4,96,41.5,32.2,46,27.8,26.2,90,95,98.8,3,['Spend Growth Score'],[-0.8998002721276134],-0.8998002721276134,1
551370,Data2024.xlsx,nan,davidson county,tennessee,2024,56,53,58,46,33.0,58.0,36,-0.5,-48.5,30,48.8,-42.2,59,4.1,5.4,41,72.2,69.8,68,91.7,94.6,64,56.7,62,66,60.0,73.0,63,-5.8,-5.4,83,,,34,-8.5,-46.9,41,3.6,3,90,60,93,87,1.3,3.1,54,65.0,42.0,61,16.7,20.1,69,,,55,88.8,89.9,44,41.5,42.5,,27.8,,28,95,91.8,3,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.2268239302933216, -0.8637274652533233, -1.5175914563797415, -0.9875937703810632, -0.7431237472593785]",-0.8677720739133656,5
568959,Data2024.xlsx,nan,davidson county,tennessee,2024,64,58,70,66,44.0,87.0,23,-0.5,-6.9,65,48.8,50.6,89,4.1,17,84,72.2,81.5,85,91.7,96.9,89,56.7,75.4,49,42.0,56.0,15,-5.8,-13.9,,,,68,-8.5,10.4,78,3.6,6.5,85,60,89,4,1.3,0.2,76,87.0,66.0,87,16.7,30,,,,89,88.8,96.5,22,41.5,47.1,64,27.8,34.6,88,95,98.7,3,"['Small Business Loans Score', 'Minority/Women Owned Businesses Score']","[-0.6325786139536649, -0.9955093900300562]",-0.8140440019918606,2
519877,Data2024.xlsx,nan,davidson county,tennessee,2024,52,46,59,61,54.0,68.0,54,-0.5,4.6,53,48.8,61.5,67,4.1,7,67,72.2,76.7,45,91.7,90.8,93,56.7,78.9,48,37.0,58.0,21,-5.8,-13.6,72,,,18,-8.5,-27.9,,,,93,60,95,24,1.3,0.7,48,46.0,51.0,71,16.7,28.8,21,,,80,88.8,94.8,80,41.5,36.5,16,27.8,13.6,29,95,92,3,['Spend Growth Score'],[-0.765160922659561],-0.765160922659561,1
517660,Data2024.xlsx,nan,davidson county,tennessee,2024,72,75,69,69,72.0,66.0,60,-0.5,1.5,84,48.8,97.7,27,4.1,1.9,49,72.2,71.9,88,91.7,97.5,98,56.7,85.6,71,64.0,78.0,65,-5.8,-5,85,,,43,-8.5,-25.6,55,3.6,4,100,60,100,80,1.3,2.4,76,88.0,63.0,95,16.7,48.7,82,,,77,88.8,94.4,1,41.5,59.3,97,27.8,78.9,77,95,97.7,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score']","[-0.27902433461509646, -0.8438807916454971, -1.1296911248378456]",-0.7508654170328132,3
580618,Data2024.xlsx,nan,davidson county,tennessee,2024,,54,48,,,32.0,,-0.5,,,48.8,,32,4.1,2.3,,72.2,,,91.7,,,56.7,,66,69.0,64.0,62,-5.8,-6.3,60,,,86,-8.5,36.7,42,3.6,3.1,,60,,87,1.3,3.1,,39.0,,,16.7,,39,,,,88.8,,,41.5,,,27.8,,,95,,3,"['New Businesses Score', 'Spend Growth Score', 'Small Business Loans Score', 'Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.27268340699374677, -0.46787106458097694, -1.4365108692273498, -0.09073838666081428, -1.2363552072271704, -0.8327128807362169]",-0.7228119692377125,6
572558,Data2024.xlsx,nan,davidson county,tennessee,2024,59,49,69,59,42.0,76.0,35,-0.5,-51.7,48,48.8,31.4,99,4.1,53.1,96,72.2,86.6,56,91.7,92.6,55,56.7,58.4,63,57.0,69.0,74,-5.8,9.5,66,,,31,-8.5,-31.4,73,3.6,5.8,67,60,75,66,1.3,1.8,56,49.0,63.0,81,16.7,35.8,17,,,63,88.8,91.6,64,41.5,39.2,,27.8,,62,95,96.3,3,"['New Businesses Score', 'Spend Growth Score', 'Minority/Women Owned Businesses Score', 'Commercial Diversity Score']","[-1.7138315260410308, -0.38410640984773636, -0.12594320272095502, -0.5123633579723537]",-0.684061124145519,4
520319,Data2024.xlsx,nan,davidson county,tennessee,2024,50,52,48,48,42.0,53.0,32,-0.5,-9.5,52,48.8,47.5,98,4.1,36.9,11,72.2,58,66,91.7,94.3,36,56.7,51,53,66.0,40.0,62,-5.8,-4.8,91,,,44,-8.5,-15.5,3,3.6,0.8,82,60,87,34,1.3,0.9,50,49.0,51.0,34,16.7,0.9,64,,,55,88.8,90.1,87,41.5,34.9,36,27.8,22.1,27,95,91.6,3,"['New Businesses Score', 'Spend Growth Score', 'Female Above Poverty Score']","[-0.19555286744609476, -0.7451863461453467, -1.063229651916772]",-0.6679896218360711,3
545944,Data2024.xlsx,nan,davidson county,tennessee,2024,60,59,61,62,68.0,57.0,74,-0.5,6,62,48.8,47.9,4,4.1,0.2,79,72.2,79.8,98,91.7,99.4,48,56.7,56.1,54,48.0,59.0,27,-5.8,-12,40,,,76,-8.5,9.9,35,3.6,2.7,99,60,99,44,1.3,1.1,64,60.0,68.0,45,16.7,8.4,76,,,98,88.8,98.8,98,41.5,30.5,4,27.8,7.4,73,95,97.4,1,['Small Business Loans Score'],[-0.6626855712290853],-0.6626855712290853,1
545932,Data2024.xlsx,nan,davidson county,tennessee,2024,54,51,57,58,60.0,57.0,56,-0.5,5.6,65,48.8,76.3,26,4.1,1.8,75,72.2,78.9,94,91.7,98.5,34,56.7,50.3,50,37.0,62.0,19,-5.8,-12.1,,,,55,-8.5,1.6,74,3.6,5.9,79,60,85,34,1.3,0.9,54,55.0,53.0,55,16.7,16.3,,,,51,88.8,89,53,41.5,41,44,27.8,25.2,63,95,96.4,1,"['Minority/Women Owned Businesses Score', 'Female Above Poverty Score']","[-0.22384885318577288, -1.095038771610707]",-0.65944381239824,2
576592,Data2024.xlsx,nan,davidson county,tennessee,2024,50,45,56,49,32.0,66.0,22,-0.5,-8.4,42,48.8,46.9,90,4.1,17.8,56,72.2,73.7,48,91.7,91.3,68,56.7,64.2,58,53.0,62.0,58,-5.8,-5.8,46,,,56,-8.5,-2.6,68,3.6,5.1,48,60,58,71,1.3,2,46,51.0,40.0,36,16.7,9.9,66,,,50,88.8,88.8,58,41.5,40.3,,27.8,,12,95,87.3,3,"['Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.8302152039110661, -0.8787635239399969, -0.14444248722866176]",-0.6178070716932417,3
553087,Data2024.xlsx,nan,davidson county,tennessee,2024,68,72,63,80,80.0,80.0,78,-0.5,12.5,81,48.8,156.9,97,4.1,30.7,81,72.2,80.4,62,91.7,93.6,78,56.7,68.5,54,56.0,52.0,40,-5.8,-7.9,67,,,61,-8.5,0,,,,92,60,94,13,1.3,0.4,68,81.0,56.0,76,16.7,31.1,86,,,90,88.8,96.8,79,41.5,36.8,12,27.8,11.5,43,95,94.2,1,"['Spend Growth Score', 'Small Business Loans Score']","[-0.8733689466491341, -0.35907675510272385]",-0.616222850875929,2
582560,Data2024.xlsx,nan,davidson county,tennessee,2024,,56,64,,,73.0,,-0.5,,,48.8,,73,4.1,8.7,,72.2,,,91.7,,,56.7,,58,55.0,60.0,58,-5.8,-4.4,57,,,49,-8.5,-1.8,21,3.6,2,76,60,82,83,1.3,2.6,58,57.0,58.0,67,16.7,139,47,,,,88.8,,58,41.5,40.2,,27.8,,,95,,3,"['Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.09311733589041978, -0.943502325695008, -0.7639345747418702]",-0.6001847454424326,3
543515,Data2024.xlsx,nan,davidson county,tennessee,2024,52,44,60,64,61.0,67.0,59,-0.5,8.4,63,48.8,92.8,100,4.1,76,69,72.2,77,74,91.7,95.4,25,56.7,46.3,44,39.0,50.0,14,-5.8,-13.5,62,,,41,-8.5,-6.2,42,3.6,3.1,63,60,71,44,1.3,1.1,47,32.0,62.0,62,16.7,20.7,2,,,60,88.8,91,89,41.5,34.5,,27.8,,38,95,93.5,0,['Spend Growth Score'],[-0.4832804034510627],-0.4832804034510627,1
517302,Data2024.xlsx,nan,davidson county,tennessee,2024,53,66,40,60,78.0,42.0,77,-0.5,9,78,48.8,198.1,13,4.1,0.8,52,72.2,72.7,44,91.7,90.5,58,56.7,59.8,52,61.0,44.0,67,-5.8,-2.6,60,,,57,-8.5,0.7,1,3.6,0.5,71,60,78,60,1.3,1.5,47,60.0,34.0,73,16.7,56.5,48,,,52,88.8,89.3,37,41.5,43.6,,27.8,,13,95,87.6,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.5320671378448606, -0.45339398317039015, -0.4766772844828665, -0.13893404135480522]",-0.4002681117132306,4
567755,Data2024.xlsx,nan,davidson county,tennessee,2024,56,62,49,59,76.0,42.0,76,-0.5,10.3,75,48.8,124.4,43,4.1,3.3,42,72.2,70,78,91.7,96,6,56.7,30.8,50,53.0,46.0,39,-5.8,-8.6,58,,,61,-8.5,5.2,10,3.6,1.4,83,60,88,44,1.3,1.1,57,56.0,58.0,36,16.7,11.2,75,,,83,88.8,95.4,84,41.5,35.7,42,27.8,24.5,25,95,91.1,1,"['Spend Growth Score', 'Small Business Loans Score']","[-0.1811747396364808, -0.16324479380622506]",-0.17220976672135294,2
582561,Data2024.xlsx,nan,davidson county,tennessee,2024,58,56,60,68,74.0,61.0,73,-0.5,5.9,74,48.8,108.5,98,4.1,37.1,20,72.2,62.7,58,91.7,93,68,56.7,64.1,60,56.0,63.0,49,-5.8,-4.3,,,,64,-8.5,2.2,,,,82,60,87,44,1.3,1.1,46,37.0,56.0,37,16.7,10,,,,56,88.8,90.2,95,41.5,32.5,36,27.8,22.2,35,95,93,1,"['Spend Growth Score', 'Small Business Loans Score']","[-0.005705776251852512, -0.26328862939029934]",-0.13449720282107594,2
537004,Data2024.xlsx,nan,davidson county,tennessee,2024,64,55,74,68,66.0,70.0,45,-0.5,2.2,86,48.8,137.6,6,4.1,0.3,88,72.2,83,86,91.7,97.1,98,56.7,86.7,56,27.0,84.0,16,-5.8,-15.9,13,,,52,-8.5,-3.8,70,3.6,5.4,99,60,99,,,,70,73.0,67.0,98,16.7,74.2,48,,,99,88.8,99.1,4,41.5,55.2,91,27.8,58.6,74,95,97.5,1,['Minority/Women Owned Businesses Score'],[-0.11119202924892306],-0.11119202924892306,1
554873,Data2024.xlsx,nan,davidson county,tennessee,2024,49,52,46,51,45.0,57.0,20,-0.5,-13.1,70,48.8,127.5,32,4.1,2.3,48,72.2,71.7,57,91.7,92.8,90,56.7,76.2,44,49.0,40.0,42,-5.8,-5.1,45,,,61,-8.5,9.6,35,3.6,2.7,71,60,79,13,1.3,0.4,52,62.0,42.0,61,16.7,29.5,63,,,54,88.8,89.7,69,41.5,38.5,11,27.8,11.1,32,95,92.5,3,"['Small Business Loans Score', 'Female Above Poverty Score']","[-0.06687046548351645, -0.11471898795105517]",-0.0907947267172858,2
515782,Data2024.xlsx,nan,davidson county,tennessee,2024,56,47,66,51,46.0,56.0,25,-0.5,-14.3,66,48.8,76.2,1,4.1,0,82,72.2,80.7,84,91.7,96.9,55,56.7,58.7,61,26.0,96.0,30,-5.8,-8.6,,,,23,-8.5,-25,,,,96,60,97,,,,57,68.0,46.0,68,16.7,25.8,,,,65,88.8,92.1,65,41.5,39.1,44,27.8,25.2,9,95,85.4,3,[],[],,0
517659,Data2024.xlsx,nan,davidson county,tennessee,2024,60,53,66,64,52.0,76.0,30,-0.5,-2.4,75,48.8,102.2,19,4.1,1.2,99,72.2,92,90,91.7,97.8,95,56.7,81,40,22.0,58.0,22,-5.8,-9.7,24,,,19,-8.5,-29.3,,,,93,60,95,24,1.3,0.7,76,86.0,65.0,96,16.7,48.4,77,,,100,88.8,100,22,41.5,47.1,50,27.8,27.8,87,95,98.5,3,[],[],,0
518025,Data2024.xlsx,nan,davidson county,tennessee,2024,60,62,58,72,62.0,82.0,52,-0.5,5.2,71,48.8,117,93,4.1,22.2,62,72.2,75.2,93,91.7,98.3,80,56.7,70,39,36.0,42.0,27,-5.8,-9.7,,,,44,-8.5,-7.1,17,3.6,1.8,96,60,97,13,1.3,0.4,69,89.0,49.0,89,16.7,64,,,,86,88.8,96,4,41.5,55.2,55,27.8,30,51,95,95.1,1,[],[],,0
538777,Data2024.xlsx,nan,davidson county,tennessee,2024,54,46,62,61,66.0,56.0,53,-0.5,2.1,78,48.8,99.4,37,4.1,2.8,86,72.2,81.9,60,91.7,93.3,43,56.7,54.1,47,32.0,62.0,24,-5.8,-12.2,40,,,33,-8.5,-16.5,,,,89,60,92,34,1.3,0.9,54,39.0,68.0,36,16.7,2.8,42,,,86,88.8,96,74,41.5,37.7,26,27.8,17.9,85,95,98.4,1,[],[],,0
550675,Data2024.xlsx,nan,davidson county,tennessee,2024,54,56,53,70,75.0,64.0,75,-0.5,8.2,75,48.8,82,74,4.1,8.9,68,72.2,77,64,91.7,94,48,56.7,56,39,41.0,37.0,44,-5.8,-10.2,42,,,38,-8.5,-24.1,2,3.6,0.8,75,60,81,34,1.3,0.9,55,52.0,58.0,60,16.7,17.5,43,,,79,88.8,94.6,25,41.5,46.3,86,27.8,51.3,44,95,94.3,1,[],[],,0
588880,Data2024.xlsx,nan,davidson county,tennessee,2024,58,56,59,72,82.0,62.0,82,-0.5,21.7,82,48.8,108.4,35,4.1,2.6,92,72.2,84.4,84,91.7,96.9,39,56.7,52.2,38,30.0,46.0,14,-5.8,-20,,,,46,-8.5,-10.6,31,3.6,2.5,95,60,97,13,1.3,0.4,62,55.0,70.0,55,16.7,14.6,,,,82,88.8,95.3,74,41.5,37.6,60,27.8,32.4,66,95,96.6,1,[],[],,0
